Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RVV,Dimension SVV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVVPN20V090S,22220 ,90 mm,4.41 in / 112 mm,10.88 in / 276.4 mm,12.88 in / 327.2 mm,113000 lbf / 502000 N,97700 lbf / 435000 N,,Mounted Bearing,22220,90 mm,Metric,QVVPN20V090SB/QVVPN20V090SC/QVVPN20V090SEB/QVVPN20V090SEC/QVVPN20V090SEM/QVVPN20V090SEN/QVVPN20V090SEO/QVVPN20V090SET/QVVPN20V090SM/QVVPN20V090SN/QVVPN20V090SO/QVVPN20V090ST,Double V-Lock,Two-Bolt Pillow Block,0883450080019/0883450080026/0883450208291/0883450208437/0883450220712/0883450220866/0883450233149/0883450233293/0883450241885/0883450242035/0883450246842/0883450246996,4.41 in/112 mm,8.54 in/216.9 mm,4.9 in/124.5 mm,10.88 in/276.4 mm,12.88 in/327.2 mm,14.5 in/368.3 mm,3.42 in/86.9 mm,1.53 in/38.9 mm,0.875 in/24 mm,4.03 in/102.4 mm,0.61 in/15.5 mm,4.63 in/117.6 mm,113000 lbf/502000 N,97700 lbf/435000 N,0.24,2.85,4.24,1200 rpm,2000 rpm,900 rpm,1200 rpm,1600 rpm,900 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVSN19V090S,22219 ,90 mm,4.41 in / 112 mm,11.42 in / 290 mm,12.87 in / 327 mm,99000 lbf / 441000 N,86600 lbf / 385000 N,,Mounted Bearing,22219,90 mm,Metric,QVVSN19V090SB/QVVSN19V090SC/QVVSN19V090SEB/QVVSN19V090SEC/QVVSN19V090SEM/QVVSN19V090SEN/QVVSN19V090SEO/QVVSN19V090SET/QVVSN19V090SM/QVVSN19V090SMNP/QVVSN19V090SN/QVVSN19V090SO/QVVSN19V090ST,Double V-Lock,Two-Bolt Pillow Block,0883450149662/0883450149679/0883450177726/0883450177788/0883450178204/0883450178280/0883450205313/0883450205696/0883450217736/0883450218115/0883450230155/0883450230537/0883450456517,4.41 in/112 mm,8.34 in/212 mm,4.88 in/124 mm,11.42 in/290 mm,12.87 in/327 mm,14.96 in/380 mm,3.39 in/86 mm,1.53 in/39 mm,0.875 in/24 mm,4.02 in/102 mm,0.63 in/16 mm,4.65 in/118 mm,99000 lbf/441000 N,86600 lbf/385000 N,0.23,2.88,4.29,1300 rpm,2200 rpm,1000 rpm,1300 rpm,1800 rpm,950 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0043,0.0055,0.0043 in/0.110 mm,0.0055 in/0.140 mm
QVVP22V100S,22222 ,100 mm,4.13 in / 104.9 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVVP22V100SB/QVVP22V100SC/QVVP22V100SEB/QVVP22V100SEC/QVVP22V100SEM/QVVP22V100SEN/QVVP22V100SEO/QVVP22V100SET/QVVP22V100SM/QVVP22V100SN/QVVP22V100SO/QVVP22V100ST,Double V-Lock,Two-Bolt Pillow Block,0883450170901/0883450171090/0883450171274/0883450171656/0883450171847/0883450172035/0883450202428/0883450202800/0883450214841/0883450215220/0883450227261/0883450227643,4.13 in/104.9 mm,8.65 in/219.7 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,2 in/50.8 mm,1 in/24 mm,4.59 in/116.6 mm,0.55 in/14 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPA22V100S,22222 ,100 mm,4.94 in / 125.5 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVVPA22V100SB/QVVPA22V100SC/QVVPA22V100SEB/QVVPA22V100SEC/QVVPA22V100SEM/QVVPA22V100SEN/QVVPA22V100SEO/QVVPA22V100SET/QVVPA22V100SM/QVVPA22V100SN/QVVPA22V100SO/QVVPA22V100ST,Double V-Lock,Two-Bolt Pillow Block,0883450073318/0883450073349/0883450208611/0883450208765/0883450221047/0883450221191/0883450233477/0883450233620/0883450242219/0883450242363/0883450247177/0883450247320,4.94 in/125.5 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.59 in/15 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPL22V100S,22222 ,100 mm,4.25 in / 108 mm,10.04 in / 255 mm,12.6 in / 320 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVVPL22V100SB/QVVPL22V100SC/QVVPL22V100SEB/QVVPL22V100SEC/QVVPL22V100SEM/QVVPL22V100SEN/QVVPL22V100SEO/QVVPL22V100SET/QVVPL22V100SM/QVVPL22V100SN/QVVPL22V100SO/QVVPL22V100ST,Double V-Lock,Two-Bolt Pillow Block,0883450172417/0883450172608/0883450172790/0883450173179/0883450173360/0883450173551/0883450203180/0883450203562/0883450215602/0883450215985/0883450228022/0883450228404,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.7 mm,10.04 in/255 mm,12.6 in/320 mm,14.25 in/362 mm,4.04 in/102.6 mm,2.12 in/53.8 mm,1 in/24 mm,4.59 in/116.6 mm,0.55 in/14 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPN22V100S,22222 ,100 mm,4.92 in / 125 mm,12.5 in / 317.5 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVVPN22V100SB/QVVPN22V100SC/QVVPN22V100SEB/QVVPN22V100SEC/QVVPN22V100SEM/QVVPN22V100SEN/QVVPN22V100SEO/QVVPN22V100SET/QVVPN22V100SM/QVVPN22V100SN/QVVPN22V100SO/QVVPN22V100ST,Double V-Lock,Two-Bolt Pillow Block,0883450080071/0883450080088/0883450208321/0883450208468/0883450220743/0883450220897/0883450233170/0883450233323/0883450241915/0883450242066/0883450246873/0883450247023,4.92 in/125 mm,9.47 in/240.5 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14.5 in/368.3 mm,16 in/406.4 mm,3.96 in/100.6 mm,2 in/50.8 mm,0.875 in/24 mm,4.55 in/115.6 mm,0.59 in/15 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVSN22V100S,22222 ,100 mm,4.92 in / 125 mm,12.56 in / 319 mm,14.41 in / 366 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVVSN22V100SB/QVVSN22V100SC/QVVSN22V100SEB/QVVSN22V100SEC/QVVSN22V100SEM/QVVSN22V100SEN/QVVSN22V100SEO/QVVSN22V100SET/QVVSN22V100SM/QVVSN22V100SN/QVVSN22V100SO/QVVSN22V100ST,Double V-Lock,Two-Bolt Pillow Block,0883450150248/0883450150255/0883450177757/0883450177795/0883450178235/0883450178310/0883450205344/0883450205726/0883450217767/0883450218146/0883450230186/0883450230568,4.92 in/125 mm,9.49 in/241 mm,5.51 in/140 mm,12.56 in/319 mm,14.41 in/366 mm,16.14 in/410 mm,3.98 in/101 mm,2 in/50 mm,0.875 in/24 mm,4.57 in/116 mm,0.59 in/15 mm,5.12 in/130 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPA26V110S,22226 ,110 mm,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,110 mm,Metric,QVVPA26V110SB/QVVPA26V110SC/QVVPA26V110SEB/QVVPA26V110SEC/QVVPA26V110SEM/QVVPA26V110SEN/QVVPA26V110SEO/QVVPA26V110SET/QVVPA26V110SM/QVVPA26V110SN/QVVPA26V110SO/QVVPA26V110ST,Double V-Lock,Two-Bolt Pillow Block,0883450073615/0883450073646/0883450281164/0883450287425/0883450287449/0883450288965/0883450290463/0883450290487/0883450291989/0883450292009/0883450293501/0883450293525,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.03 in/153.2 mm,1.44 in/36.6 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVSN26V110S,22226 ,110 mm,5.51 in / 140 mm,13.07 in / 332 mm,14.37 in / 365 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,110 mm,Metric,QVVSN26V110SB/QVVSN26V110SC/QVVSN26V110SEB/QVVSN26V110SEC/QVVSN26V110SEM/QVVSN26V110SEN/QVVSN26V110SEO/QVVSN26V110SET/QVVSN26V110SM/QVVSN26V110SN/QVVSN26V110SO/QVVSN26V110ST,Double V-Lock,Two-Bolt Pillow Block,0883450081443/0883450081511/0883450286947/0883450287029/0883450288460/0883450288545/0883450289986/0883450290067/0883450291507/0883450291583/0883450293020/0883450293105,5.51 in/140 mm,10.63 in/270 mm,6.89 in/175 mm,13.07 in/332 mm,14.37 in/365 mm,16.14 in/410 mm,4.45 in/113 mm,1.53 in/39 mm,0.875 in/24 mm,5.75 in/146 mm,1.3 in/33 mm,7.01 in/178 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPA26V115S,22226 ,115 mm,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,QVVPA26V115SB/QVVPA26V115SC/QVVPA26V115SEB/QVVPA26V115SEC/QVVPA26V115SEM/QVVPA26V115SEN/QVVPA26V115SEO/QVVPA26V115SET/QVVPA26V115SM/QVVPA26V115SN/QVVPA26V115SO/QVVPA26V115ST,Double V-Lock,Two-Bolt Pillow Block,0883450073714/0883450073745/0883450281171/0883450287432/0883450287456/0883450288972/0883450290470/0883450290494/0883450291996/0883450292016/0883450293518/0883450293532,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.03 in/153.2 mm,1.44 in/36.6 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPN26V115S,22226 ,115 mm,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,QVVPN26V115SB/QVVPN26V115SC/QVVPN26V115SEB/QVVPN26V115SEC/QVVPN26V115SEM/QVVPN26V115SEN/QVVPN26V115SEO/QVVPN26V115SET/QVVPN26V115SM/QVVPN26V115SN/QVVPN26V115SO/QVVPN26V115ST,Double V-Lock,Two-Bolt Pillow Block,0883450080156/0883450080163/0883450287395/0883450287418/0883450288910/0883450288934/0883450290432/0883450290456/0883450291958/0883450291972/0883450293471/0883450293495,5.91 in/150 mm,11.09 in/281.7 mm,6.88 in/174.8 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.03 in/153.2 mm,0.99 in/25.1 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVSN26V115S,22226 ,115 mm,5.91 in / 150 mm,14.45 in / 367 mm,15.75 in / 400 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,QVVSN26V115SB/QVVSN26V115SC/QVVSN26V115SEB/QVVSN26V115SEC/QVVSN26V115SEM/QVVSN26V115SEN/QVVSN26V115SEO/QVVSN26V115SET/QVVSN26V115SM/QVVSN26V115SN/QVVSN26V115SO/QVVSN26V115ST/QVVSN26V115STNG,Double V-Lock,Two-Bolt Pillow Block,0883450081542/0883450081610/0883450286978/0883450287050/0883450288491/0883450288576/0883450290012/0883450290098/0883450291538/0883450291613/0883450293051/0883450293136/0883450460507,5.91 in/150 mm,11.02 in/280 mm,6.89 in/175 mm,14.45 in/367 mm,15.75 in/400 mm,17.52 in/445 mm,4.45 in/113 mm,1.92 in/49 mm,0.875 in/24 mm,5.75 in/146 mm,1.3 in/33 mm,7.01 in/178 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVSN28V125S,22228 ,125 mm,5.91 in / 150 mm,15.83 in / 402 mm,17.13 in / 435 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,125 mm,Metric,QVVSN28V125SB/QVVSN28V125SC/QVVSN28V125SEB/QVVSN28V125SEC/QVVSN28V125SEM/QVVSN28V125SEN/QVVSN28V125SEO/QVVSN28V125SET/QVVSN28V125SM/QVVSN28V125SN/QVVSN28V125SO/QVVSN28V125ST,Double V-Lock,Two-Bolt Pillow Block,0883450087414/0883450088046/0883450099318/0883450099684/0883450108126/0883450108324/0883450114943/0883450115186/0883450130455/0883450130585/0883450138628/0883450138932,5.91 in/150 mm,11.42 in/290 mm,7.48 in/190 mm,15.83 in/402 mm,17.13 in/435 mm,19.68 in/500 mm,4.61 in/117 mm,1.92 in/49 mm,1.25 in/30 mm,5.83 in/148 mm,1.22 in/31 mm,7.01 in/178 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVSN28V130S,22228 ,130 mm,5.91 in / 150 mm,15.83 in / 402 mm,17.13 in / 435 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,130 mm,Metric,QVVSN28V130SB/QVVSN28V130SC/QVVSN28V130SEB/QVVSN28V130SEC/QVVSN28V130SEM/QVVSN28V130SEN/QVVSN28V130SEO/QVVSN28V130SET/QVVSN28V130SM/QVVSN28V130SN/QVVSN28V130SO/QVVSN28V130ST,Double V-Lock,Two-Bolt Pillow Block,0883450087445/0883450088114/0883450099349/0883450099691/0883450108140/0883450108331/0883450114950/0883450115193/0883450130462/0883450130592/0883450138635/0883450138963,5.91 in/150 mm,11.42 in/290 mm,7.48 in/190 mm,15.83 in/402 mm,17.13 in/435 mm,19.68 in/500 mm,4.61 in/117 mm,1.92 in/49 mm,1.25 in/30 mm,5.83 in/148 mm,1.22 in/31 mm,7.01 in/178 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
