Part Number,Shaft Size,Shaft Size Type,Dimension L,Dimension A,C90 Dynamic Load Rating,Max. Speed,Lubrication,Housing Coating,CAD,Shaft Size,Shaft Size Type,UPC Code,Lubrication,Housing Coating,Dimension B,Dimension L,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension N2,Dimension H1,Dimension H2,Dimension d1,Dimension H,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating1,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load2,Fr-max Maximum Allowable Slip Fit Radial Load3,Max. Speed4,Note,Type E Closed Cover Number,Dimension Ac,Dimension d2,Type E Open Cover Number
E-P4B-TRB-110MM-ECO/ECO,110 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,110 mm,Metric,0883450509077,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,8.101 in,8.25 in,EUDR-110MM
E-P4B-TRB-110MM-ECO,110 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,110 mm,Metric,0883450507448,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,6.363 in,8.25 in,EUDR-110MM
E-P4B-TRB-110MM-SLA,110 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Solid Lube - Food Grade ,E-Coat ,,110 mm,Metric,,Solid Lube - Food Grade,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-110MM-SLJ,110 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Solid Lube - Food Grade ,E-Coat ,,110 mm,Metric,,Solid Lube - Food Grade,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-115MM,115 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,115 mm,Metric,053893775630,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-115MM-ECC,115 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,115 mm,Metric,0883450504225,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-J,6.263 in,8.25 in,
E-P4B-TRB-115MM-ECO/ECC,115 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,115 mm,Metric,0883450505857,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-J,8.001 in,8.25 in,EUDR-115MM
E-P4B-TRB-115MM-ECO/ECO,115 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,115 mm,Metric,0883450509084,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,8.101 in,8.25 in,EUDR-115MM
E-P4B-TRB-115MM-ECO,115 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Grease - Premium Industrial ,E-Coat ,,115 mm,Metric,0883450507455,Grease - Premium Industrial,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,6.363 in,8.25 in,EUDR-115MM
E-P4B-TRB-115MM-SLA,115 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Solid Lube - Food Grade ,E-Coat ,,115 mm,Metric,,Solid Lube - Food Grade,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-115MM-SLJ,115 mm,Metric ,16-5/8 in,4-5/8 in,33000 lbf,1360 rpm,Solid Lube - Food Grade ,E-Coat ,,115 mm,Metric,,Solid Lube - Food Grade,E-Coat,6 3/4 in,16-5/8 in,4-5/8 in,13-5/16 in,13-11/16 in,3/4 in,15/16 in,1-1/8 in,2-1/2 in,2-3/4 in,9-3/8 in,6-47/64 in,4-3/4 in,0.53,0.87,1.63,0.7,1.97,1.13,33000 lbf,188400 lbf,6908 lbf,27000 lbf,1360 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-125MM,125 mm,Metric ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,125 mm,Metric,053893775647,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-125MM-ECC,125 mm,Metric ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,125 mm,Metric,0883450504232,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-K,6.669 in,10.35 in,
E-P4B-TRB-125MM-ECO/ECC,125 mm,Metric ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,125 mm,Metric,0883450505864,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",EUC-K,8.313 in,10.35 in,EUDR-125MM
E-P4B-TRB-125MM-ECO/ECO,125 mm,Metric ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,125 mm,Metric,0883450509091,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,8.413 in,10.35 in,EUDR-125MM
E-P4B-TRB-125MM-ECO,125 mm,Metric ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Grease - Premium Industrial ,E-Coat ,,125 mm,Metric,0883450507462,Grease - Premium Industrial,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,6.769 in,10.35 in,EUDR-125MM
E-P4B-TRB-125MM-SLA,125 mm,Metric ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Solid Lube - Food Grade ,E-Coat ,,125 mm,Metric,,Solid Lube - Food Grade,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-125MM-SLJ,125 mm,Metric ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,Solid Lube - Food Grade ,E-Coat ,,125 mm,Metric,,Solid Lube - Food Grade,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
E-P4B-TRB-125MM-NPFG,125 mm,Metric ,18-1/2 in,5-1/8 in,45500 lbf,1200 rpm,No Lube ,E-Coat ,,125 mm,Metric,,No Lube,E-Coat,7 1/4 in,18-1/2 in,5-1/8 in,15-1/4 in,15-3/4 in,7/8 in,1 in,1-1/4 in,2-7/8 in,3 in,10-7/8 in,7-1/2 in,5-1/2 in,0.47,0.87,1.83,0.7,2.21,1.27,45500 lbf,266000 lbf,6908 lbf,35000 lbf,1200 rpm,"Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shownare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars withstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.",,,,
