Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,Bolt Hole Spacing - Across,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension MT,Dimension RTT,Dimension ST,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Pre Install Clearance Min,Pre Install Clearance Max
TAA4SD38K170S,23138 ,170 mm,11.25 in / 285.8 mm,27.5 in / 698.5 mm,30.5 in / 774.7 mm,5.5 in / 139.7 mm,525000 lbf / 2340000 N,365000 lbf / 1630000 N,,Mounted Bearing,23138,170 mm,Metric,TAA4SD38K170SB/TAA4SD38K170SC/TAA4SD38K170SEB/TAA4SD38K170SEC/TAA4SD38K170SEM/TAA4SD38K170SEN/TAA4SD38K170SEO/TAA4SD38K170SET/TAA4SD38K170SMT/TAA4SD38K170SNT/TAA4SD38K170SO/TAA4SD38K170ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,11.25 in/285.8 mm,19.75 in/501.7 mm,9.45 in/240 mm,27.5 in/698.5 mm,30.5 in/774.7 mm,5.5 in/139.7 mm,34.38 in/873.3 mm,8.8 in/223.5 mm,2.75 in/69.9 mm,1.5 in/36 mm,8.53 in/216.6 mm,4.13 in/104.9 mm,0.67 in/17 mm,8.17 in/207.5 mm,525000 lbf/2340000 N,365000 lbf/1630000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAAPH38K170S,23138 ,170 mm,7.88 in / 200 mm,21.63 in / 550.9 mm,24.38 in / 619.3 mm,4-1/2 in / 114.3 mm,525000 lbf / 2340000 N,365000 lbf / 1630000 N,,Mounted Bearing,23138,170 mm,Metric,TAAPH38K170SB/TAAPH38K170SC/TAAPH38K170SEB/TAAPH38K170SEC/TAAPH38K170SEM/TAAPH38K170SEN/TAAPH38K170SEO/TAAPH38K170SET/TAAPH38K170SMT/TAAPH38K170SNT/TAAPH38K170SO/TAAPH38K170ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.88 in/200 mm,15.75 in/400.1 mm,9.45 in/240 mm,21.63 in/550.9 mm,24.38 in/619.3 mm,4-1/2 in/114.3 mm,28 in/711.2 mm,7.5 in/190.5 mm,3.38 in/85.9 mm,1.25 in/30 mm,8.14 in/206.7 mm,4.13 in/104.9 mm,0.52 in/13.2 mm,8.17 in/207.5 mm,525000 lbf/2340000 N,365000 lbf/1630000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAAPH38DK170S,23138 ,170 mm,7.88 in / 200.1 mm,21.5 in / 546.1 mm,23.5 in / 596.9 mm,6.25 in / 158.8 mm,525000 lbf / 2340000 N,365000 lbf / 1630000 N,,Mounted Bearing,23138,170 mm,Metric,TAAPH38DK170SB/TAAPH38DK170SC/TAAPH38DK170SEB/TAAPH38DK170SEC/TAAPH38DK170SEM/TAAPH38DK170SEN/TAAPH38DK170SEO/TAAPH38DK170SET/TAAPH38DK170SMT/TAAPH38DK170SNT/TAAPH38DK170SO/TAAPH38DK170ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.88 in/200.1 mm,16.17 in/410.8 mm,8.66 in/219.9 mm,21.5 in/546.1 mm,23.5 in/596.9 mm,6.25 in/158.8 mm,27.63 in/701.8 mm,9.25 in/235 mm,2.95 in/74.9 mm,1.375 in/30 mm,7.83 in/199 mm,4.08 in/103.6 mm,0.52 in/13.2 mm,8.17 in/207.5 mm,525000 lbf/2340000 N,365000 lbf/1630000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAAPH638K170S,23138 ,170 mm,9.5 in / 241.3 mm,24.75 in / 268.7 mm,27.88 in / 708 mm,5.25 in / 133.4 mm,525000 lbf / 2340000 N,365000 lbf / 1630000 N,,Mounted Bearing,23138,170 mm,Metric,TAAPH638K170SB/TAAPH638K170SC/TAAPH638K170SEB/TAAPH638K170SEC/TAAPH638K170SEM/TAAPH638K170SEN/TAAPH638K170SEO/TAAPH638K170SET/TAAPH638K170SMT/TAAPH638K170SNT/TAAPH638K170SO/TAAPH638K170ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,9.5 in/241.3 mm,17.8 in/452.1 mm,9.45 in/240 mm,24.75 in/268.7 mm,27.88 in/708 mm,5.25 in/133.4 mm,32.75 in/831.9 mm,8.25 in/209.6 mm,2.95 in/74.9 mm,1.5 in/36 mm,8.26 in/210 mm,4.13 in/104.9 mm,0.6 in/15.2 mm,8.17 in/207.5 mm,525000 lbf/2340000 N,365000 lbf/1630000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAAPH638DK170S,23138 ,170 mm,9.5 in / 241.3 mm,25.63 in / 650.9 mm,27.88 in / 708 mm,7.25 in / 184.2 mm,525000 lbf / 2340000 N,365000 lbf / 1630000 N,,Mounted Bearing,23138,170 mm,Metric,TAAPH638DK170SB/TAAPH638DK170SC/TAAPH638DK170SEB/TAAPH638DK170SEC/TAAPH638DK170SEM/TAAPH638DK170SEN/TAAPH638DK170SEO/TAAPH638DK170SET/TAAPH638DK170SMT/TAAPH638DK170SNT/TAAPH638DK170SO/TAAPH638DK170ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,9.5 in/241.3 mm,17.8 in/452.1 mm,9.45 in/240 mm,25.63 in/650.9 mm,27.88 in/708 mm,7.25 in/184.2 mm,32.0 in/812.8 mm,10.25 in/260.4 mm,2.95 in/74.9 mm,1.5 in/36 mm,9.26 in/235 mm,4.13 in/104.9 mm,0.6 in/15.2 mm,8.17 in/207.5 mm,525000 lbf/2340000 N,365000 lbf/1630000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAAPH038K170S,23138 ,170 mm,6.69 in / 169.9 mm,17.38 in / 441.5 mm,19.25 in / 488.9 mm,3-3/4 in / 95.2 mm,525000 lbf / 2340000 N,365000 lbf / 1630000 N,,Mounted Bearing,23138,170 mm,Metric,TAAPH038K170SB/TAAPH038K170SC/TAAPH038K170SEB/TAAPH038K170SEC/TAAPH038K170SEM/TAAPH038K170SEN/TAAPH038K170SEO/TAAPH038K170SET/TAAPH038K170SMT/TAAPH038K170SNT/TAAPH038K170SO/TAAPH038K170ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,6.69 in/169.9 mm,14 in/355.6 mm,9.45 in/240 mm,17.38 in/441.5 mm,19.25 in/488.9 mm,3-3/4 in/95.2 mm,22.0 in/558.8 mm,7.72 in/196.2 mm,2.16 in/54.9 mm,1 in/24 mm,7.99 in/203 mm,4.13 in/104.9 mm,0.6 in/15.2 mm,8.17 in/207.5 mm,525000 lbf/2340000 N,365000 lbf/1630000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAA30SN38K170S,23138 ,170 mm,7.09 in / 180 mm,16.93 in / 430 mm,18.5 in / 470 mm,4.33 in / 110 mm,525000 lbf / 2340000 N,365000 lbf / 1630000 N,,Mounted Bearing,23138,170 mm,Metric,TAA30SN38K170SB/TAA30SN38K170SC/TAA30SN38K170SEB/TAA30SN38K170SEC/TAA30SN38K170SEM/TAA30SN38K170SEN/TAA30SN38K170SEO/TAA30SN38K170SET/TAA30SN38K170SMT/TAA30SN38K170SNT/TAA30SN38K170SO/TAA30SN38K170ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.09 in/180 mm,14.37 in/365 mm,8.66 in/220 mm,16.93 in/430 mm,18.5 in/470 mm,4.33 in/110 mm,20.87 in/530 mm,7.72 in/196 mm,2.56 in/65 mm,1 in/24 mm,8.21 in/203 mm,4.13 in/104.9 mm,0.6 in/15.2 mm,8.17 in/207.5 mm,525000 lbf/2340000 N,365000 lbf/1630000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAA31SN38K170S,23138 ,170 mm,7.48 in / 190 mm,18.11 in / 460 mm,19.69 in / 500 mm,4.72 in / 120 mm,525000 lbf / 2340000 N,365000 lbf / 1630000 N,,Mounted Bearing,23138,170 mm,Metric,TAA31SN38K170SB/TAA31SN38K170SC/TAA31SN38K170SEB/TAA31SN38K170SEC/TAA31SN38K170SEM/TAA31SN38K170SEN/TAA31SN38K170SEO/TAA31SN38K170SET/TAA31SN38K170SMT/TAA31SN38K170SNT/TAA31SN38K170SO/TAA31SN38K170ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.48 in/190 mm,14.76 in/375 mm,9.45 in/240 mm,18.11 in/460 mm,19.69 in/500 mm,4.72 in/120 mm,22.05 in/560 mm,7.72 in/196.2 mm,2.95 in/75 mm,1 in/24 mm,7.87 in/200 mm,4.13 in/104.9 mm,0.61 in/15.5 mm,8.17 in/207.5 mm,525000 lbf/2340000 N,365000 lbf/1630000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
DAAPF38K170S,23138 ,170 mm,7-1/2 in / 190.5 mm,20.88 in / 530.2 mm,23.63 in / 600.1 mm,4.63 in / 117.5 mm,525000 lbf / 2340000 N,365000 lbf / 1630000 N,,Mounted Bearing,23138,170 mm,Metric,,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7-1/2 in/190.5 mm,15.4 in/391.2 mm,9.51 in/241.7 mm,20.88 in/530.2 mm,23.63 in/600.1 mm,4.63 in/117.5 mm,26 in/660.4 mm,7.5 in/190.5 mm,3 in/76.2 mm,1 in/24 mm,7.88 in/200 mm,4.13 in/104.8 mm,0.45 in/11.4 mm,8.14 in/206.7 mm,525000 lbf/2340000 N,365000 lbf/1630000 N,0.3,2.26,3.36,,,,,,,0.083 in/2.108 mm,,,
TAAPH40K180S,23140 ,180 mm,8-1/4 in / 209.6 mm,22.5 in / 573.1 mm,25 in / 635 mm,5.0 in / 127 mm,540000 lbf / 2400000 N,386000 lbf / 1720000 N,,Mounted Bearing,23140,180 mm,Metric,TAAPH40K180SB/TAAPH40K180SC/TAAPH40K180SEB/TAAPH40K180SEC/TAAPH40K180SEM/TAAPH40K180SEN/TAAPH40K180SEO/TAAPH40K180SET/TAAPH40K180SMT/TAAPH40K180SNT/TAAPH40K180SO/TAAPH40K180ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8-1/4 in/209.6 mm,16.16 in/429.3 mm,9.84 in/250 mm,22.5 in/573.1 mm,25 in/635 mm,5.0 in/127 mm,29-1/2 in/749.3 mm,8.27 in/210 mm,3.15 in/80 mm,1.25 in/30 mm,8.46 in/215 mm,4.32 in/109.7 mm,0.65 in/16.5 mm,8.57 in/217.7 mm,540000 lbf/2400000 N,386000 lbf/1720000 N,0.31,2.15,3.2,,,,,,,0.083 in/2.108 mm,,,
TAAPH40DK180S,23140 ,180 mm,8-1/4 in / 209.5 mm,23 in / 584.2 mm,25 in / 635 mm,6.75 in / 171.5 mm,540000 lbf / 2400000 N,386000 lbf / 1720000 N,,Mounted Bearing,23140,180 mm,Metric,TAAPH40DK180SB/TAAPH40DK180SC/TAAPH40DK180SEB/TAAPH40DK180SEC/TAAPH40DK180SEM/TAAPH40DK180SEN/TAAPH40DK180SEO/TAAPH40DK180SET/TAAPH40DK180SMT/TAAPH40DK180SNT/TAAPH40DK180SO/TAAPH40DK180ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8-1/4 in/209.5 mm,16.9 in/429.2 mm,9.45 in/240 mm,23 in/584.2 mm,25 in/635 mm,6.75 in/171.5 mm,28.75 in/730.3 mm,9.75 in/247.7 mm,3.15 in/80 mm,1.375 in/30 mm,9.21 in/234 mm,4.32 in/109.7 mm,0.65 in/16.5 mm,8.57 in/217.7 mm,540000 lbf/2400000 N,386000 lbf/1720000 N,0.31,2.15,3.2,,,,,,,0.083 in/2.108 mm,,,
TAAPH640K180S,23140 ,180 mm,9.88 in / 250.8 mm,26.25 in / 666.8 mm,29.5 in / 749.3 mm,5.5 in / 139.7 mm,540000 lbf / 2400000 N,386000 lbf / 1720000 N,,Mounted Bearing,23140,180 mm,Metric,TAAPH640K180SB/TAAPH640K180SC/TAAPH640K180SEB/TAAPH640K180SEC/TAAPH640K180SEM/TAAPH640K180SEN/TAAPH640K180SEO/TAAPH640K180SET/TAAPH640K180SMT/TAAPH640K180SNT/TAAPH640K180SO/TAAPH640K180ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,9.88 in/250.8 mm,18.6 in/472.4 mm,9.84 in/250 mm,26.25 in/666.8 mm,29.5 in/749.3 mm,5.5 in/139.7 mm,34.3 in/870 mm,8.5 in/215.9 mm,3.15 in/80 mm,1.5 in/36 mm,8.58 in/217.9 mm,4.32 in/109.7 mm,0.65 in/16.5 mm,8.57 in/217.7 mm,540000 lbf/2400000 N,386000 lbf/1720000 N,0.31,2.15,3.2,,,,,,,0.083 in/2.108 mm,,,
TAAPH640DK180S,23140 ,180 mm,9.88 in / 250.8 mm,26.63 in / 676.3 mm,29.25 in / 743 mm,7.63 in / 193.7 mm,540000 lbf / 2400000 N,386000 lbf / 1720000 N,,Mounted Bearing,23140,180 mm,Metric,TAAPH640DK180SB/TAAPH640DK180SC/TAAPH640DK180SEB/TAAPH640DK180SEC/TAAPH640DK180SEM/TAAPH640DK180SEN/TAAPH640DK180SEO/TAAPH640DK180SET/TAAPH640DK180SMT/TAAPH640DK180SNT/TAAPH640DK180SO/TAAPH640DK180ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,9.88 in/250.8 mm,18.6 in/472.4 mm,9.84 in/250 mm,26.63 in/676.3 mm,29.25 in/743 mm,7.63 in/193.7 mm,33.5 in/850.9 mm,10.63 in/269.9 mm,3.15 in/80 mm,1.625 in/36 mm,9.64 in/244.9 mm,4.32 in/109.7 mm,0.65 in/16.5 mm,8.57 in/217.7 mm,540000 lbf/2400000 N,386000 lbf/1720000 N,0.31,2.15,3.2,,,,,,,0.083 in/2.108 mm,,,
TAAPH040K180S,23140 ,180 mm,7.06 in / 179.3 mm,19.38 in / 492.3 mm,21.63 in / 549.4 mm,4-1/4 in / 107 mm,540000 lbf / 2400000 N,386000 lbf / 1720000 N,,Mounted Bearing,23140,180 mm,Metric,TAAPH040K180SB/TAAPH040K180SC/TAAPH040K180SEB/TAAPH040K180SEC/TAAPH040K180SEM/TAAPH040K180SEN/TAAPH040K180SEO/TAAPH040K180SET/TAAPH040K180SMT/TAAPH040K180SNT/TAAPH040K180SO/TAAPH040K180ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.06 in/179.3 mm,14.98 in/380.5 mm,9.84 in/250 mm,19.38 in/492.3 mm,21.63 in/549.4 mm,4-1/4 in/107 mm,24-3/4 in/628.6 mm,8.12 in/206.2 mm,1.94 in/49.3 mm,1 in/24 mm,8.39 in/213.1 mm,4.32 in/109.7 mm,0.65 in/16.5 mm,8.57 in/217.7 mm,540000 lbf/2400000 N,386000 lbf/1720000 N,0.31,2.15,3.2,,,,,,,0.083 in/2.108 mm,,,
TAA30SN40K180S,23140 ,180 mm,7.48 in / 190 mm,18.11 in / 460 mm,19.69 in / 500 mm,4.72 in / 120 mm,540000 lbf / 2400000 N,386000 lbf / 1720000 N,,Mounted Bearing,23140,180 mm,Metric,TAA30SN40K180SB/TAA30SN40K180SC/TAA30SN40K180SEB/TAA30SN40K180SEC/TAA30SN40K180SEM/TAA30SN40K180SEN/TAA30SN40K180SEO/TAA30SN40K180SET/TAA30SN40K180SMT/TAA30SN40K180SNT/TAA30SN40K180SO/TAA30SN40K180ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.48 in/190 mm,15.39 in/391 mm,9.45 in/240 mm,18.11 in/460 mm,19.69 in/500 mm,4.72 in/120 mm,22.05 in/560 mm,8.13 in/206 mm,2.36 in/60 mm,1 in/24 mm,8.38 in/213 mm,4.32 in/109.7 mm,0.66 in/16.8 mm,8.57 in/217.7 mm,540000 lbf/2400000 N,386000 lbf/1720000 N,0.31,2.15,3.2,,,,,,,0.083 in/2.108 mm,,,
TAA31SN40K180S,23140 ,180 mm,8.27 in / 210 mm,19.29 in / 490 mm,20.87 in / 530 mm,5.12 in / 130 mm,540000 lbf / 2400000 N,386000 lbf / 1720000 N,,Mounted Bearing,23140,180 mm,Metric,TAA31SN40K180SB/TAA31SN40K180SC/TAA31SN40K180SEB/TAA31SN40K180SEC/TAA31SN40K180SEM/TAA31SN40K180SEN/TAA31SN40K180SEO/TAA31SN40K180SET/TAA31SN40K180SMT/TAA31SN40K180SNT/TAA31SN40K180SO/TAA31SN40K180ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8.27 in/210 mm,16.18 in/411 mm,9.84 in/250 mm,19.29 in/490 mm,20.87 in/530 mm,5.12 in/130 mm,24.02 in/610 mm,8.12 in/206 mm,3.15 in/80 mm,1.25 in/30 mm,8.46 in/215 mm,4.32 in/109.7 mm,0.64 in/16.3 mm,8.57 in/217.7 mm,540000 lbf/2400000 N,386000 lbf/1720000 N,0.31,2.15,3.2,,,,,,,0.083 in/2.108 mm,,,
TAA4SD44K200S,23144 ,200 mm,12.5 in / 317.5 mm,30.5 in / 774.7 mm,34 in / 863.6 mm,6 in / 152.4 mm,616000 lbf / 2740000 N,436000 lbf / 1940000 N,,Mounted Bearing,23144,200 mm,Metric,TAA4SD44K715SB/TAA4SD44K715SC/TAA4SD44K715SEB/TAA4SD44K715SEC/TAA4SD44K715SEM/TAA4SD44K715SEN/TAA4SD44K715SEO/TAA4SD44K715SET/TAA4SD44K715SMT/TAA4SD44K715SNT/TAA4SD44K715SO/TAA4SD44K715ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,12.5 in/317.5 mm,22 in/558.8 mm,11.02 in/280 mm,30.5 in/774.7 mm,34 in/863.6 mm,6 in/152.4 mm,38.75 in/984.3 mm,10.26 in/260.6 mm,3.35 in/85.1 mm,1.625 in/42 mm,9.81 in/249.2 mm,4.68 in/118.9 mm,0.86 in/21.8 mm,9.24 in/234.7 mm,616000 lbf/2740000 N,436000 lbf/1940000 N,0.31,2.17,3.24,,,,,,,0.083 in/2.108 mm,,,
TAAPH44K200S,23144 ,200 mm,9.5 in / 241.3 mm,24.75 in / 630.4 mm,27.88 in / 708.2 mm,5.25 in / 133.4 mm,616000 lbf / 2740000 N,436000 lbf / 1940000 N,,Mounted Bearing,23144,200 mm,Metric,TAAPH44K200SB/TAAPH44K200SC/TAAPH44K200SEB/TAAPH44K200SEC/TAAPH44K200SEM/TAAPH44K200SEN/TAAPH44K200SEO/TAAPH44K200SET/TAAPH44K200SMT/TAAPH44K200SNT/TAAPH44K200SO/TAAPH44K200ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,9.5 in/241.3 mm,17.93 in/455.3 mm,11.02 in/280 mm,24.75 in/630.4 mm,27.88 in/708.2 mm,5.25 in/133.4 mm,32.75 in/831.9 mm,8.86 in/225 mm,3.35 in/85.1 mm,1.5 in/36 mm,9.11 in/231 mm,4.68 in/118.9 mm,0.81 in/20.6 mm,9.24 in/234.7 mm,616000 lbf/2740000 N,436000 lbf/1940000 N,0.31,2.17,3.24,,,,,,,0.083 in/2.108 mm,,,
TAAPH44DK200S,23144 ,200 mm,9.5 in / 241.3 mm,25.63 in / 651 mm,27.88 in / 708.1 mm,7.25 in / 184.2 mm,616000 lbf / 2740000 N,436000 lbf / 1940000 N,,Mounted Bearing,23144,200 mm,Metric,TAAPH44DK200SB/TAAPH44DK200SC/TAAPH44DK200SEB/TAAPH44DK200SEC/TAAPH44DK200SEM/TAAPH44DK200SEN/TAAPH44DK200SEO/TAAPH44DK200SET/TAAPH44DK200SMT/TAAPH44DK200SNT/TAAPH44DK200SO/TAAPH44DK200ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,9.5 in/241.3 mm,18.78 in/477.1 mm,11.02 in/279.9 mm,25.63 in/651 mm,27.88 in/708.1 mm,7.25 in/184.2 mm,32.0 in/812.8 mm,10.25 in/260.4 mm,3.35 in/85.1 mm,1.5 in/36 mm,9.81 in/249 mm,4.68 in/118.9 mm,0.81 in/20.6 mm,9.24 in/234.7 mm,616000 lbf/2740000 N,436000 lbf/1940000 N,0.31,2.17,3.24,,,,,,,0.083 in/2.108 mm,,,
TAAPH044K200S,23144 ,200 mm,7.88 in / 200.1 mm,21.63 in / 549.4 mm,24.38 in / 619.2 mm,4-1/2 in / 114.3 mm,616000 lbf / 2740000 N,436000 lbf / 1940000 N,,Mounted Bearing,23144,200 mm,Metric,TAAPH044K200SB/TAAPH044K200SC/TAAPH044K200SEB/TAAPH044K200SEC/TAAPH044K200SEM/TAAPH044K200SEN/TAAPH044K200SEO/TAAPH044K200SET/TAAPH044K200SMT/TAAPH044K200SNT/TAAPH044K200SO/TAAPH044K200ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,7.88 in/200.1 mm,16.3 in/414 mm,11.02 in/280 mm,21.63 in/549.4 mm,24.38 in/619.2 mm,4-1/2 in/114.3 mm,28 in/711.2 mm,11.4 in/289.6 mm,3.35 in/85.1 mm,1.25 in/30 mm,8.43 in/214.1 mm,4.68 in/118.9 mm,0.81 in/20.6 mm,9.24 in/234.7 mm,616000 lbf/2740000 N,436000 lbf/1940000 N,0.31,2.17,3.24,,,,,,,0.083 in/2.108 mm,,,
TAA30SN44K200S,23144 ,200 mm,8.27 in / 210 mm,19.29 in / 490 mm,20.87 in / 530 mm,5.12 in / 130 mm,616000 lbf / 2740000 N,436000 lbf / 1940000 N,,Mounted Bearing,23144,200 mm,Metric,TAA30SN44K200SB/TAA30SN44K200SC/TAA30SN44K200SEB/TAA30SN44K200SEC/TAA30SN44K200SEM/TAA30SN44K200SEN/TAA30SN44K200SEO/TAA30SN44K200SET/TAA30SN44K200SMT/TAA30SN44K200SNT/TAA30SN44K200SO/TAA30SN44K200ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8.27 in/210 mm,17.56 in/446 mm,11.02 in/280 mm,19.29 in/490 mm,20.87 in/530 mm,5.12 in/130 mm,24.02 in/610 mm,8.51 in/216 mm,2.96 in/75 mm,1.25 in/30 mm,8.94 in/277 mm,4.68 in/118.9 mm,0.87 in/22.1 mm,9.24 in/234.7 mm,616000 lbf/2740000 N,436000 lbf/1940000 N,0.31,2.17,3.24,,,,,,,0.083 in/2.108 mm,,,
TAA31SN44K200S,23144 ,200 mm,8.27 in / 220 mm,20.47 in / 520 mm,22.05 in / 560 mm,5.51 in / 140 mm,616000 lbf / 2740000 N,436000 lbf / 1940000 N,,Mounted Bearing,23144,200 mm,Metric,TAA31SN44K200SB/TAA31SN44K200SC/TAA31SN44K200SEB/TAA31SN44K200SEC/TAA31SN44K200SEM/TAA31SN44K200SEN/TAA31SN44K200SEO/TAA31SN44K200SET/TAA31SN44K200SMT/TAA31SN44K200SNT/TAA31SN44K200SO/TAA31SN44K200ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8.27 in/220 mm,17.95 in/456 mm,11.02 in/280 mm,20.47 in/520 mm,22.05 in/560 mm,5.51 in/140 mm,25.2 in/640 mm,8.51 in/216.2 mm,3.35 in/85 mm,1.25 in/30 mm,9.11 in/231 mm,4.68 in/118.9 mm,0.81 in/20.6 mm,9.24 in/234.7 mm,616000 lbf/2740000 N,436000 lbf/1940000 N,0.31,2.17,3.24,,,,,,,0.083 in/2.108 mm,,,
TAAPH048K220S,23148 ,220 mm,8-1/4 in / 209.5 mm,22.5 in / 571.5 mm,25 in / 635 mm,5.0 in / 127 mm,748000 lbf / 3330000 N,512000 lbf / 2280000 N,,Mounted Bearing,23148,220 mm,Metric,TAAPH048K220SB/TAAPH048K220SC/TAAPH048K220SEB/TAAPH048K220SEC/TAAPH048K220SEM/TAAPH048K220SEN/TAAPH048K220SEO/TAAPH048K220SET/TAAPH048K220SMT/TAAPH048K220SNT/TAAPH048K220SO/TAAPH048K220ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8-1/4 in/209.5 mm,18.1 in/459.7 mm,11.81 in/300 mm,22.5 in/571.5 mm,25 in/635 mm,5.0 in/127 mm,29-1/2 in/749.3 mm,8.0 in/203.2 mm,3.54 in/89.9 mm,1.25 in/30 mm,8.92 in/226.6 mm,4.93 in/125.2 mm,0.88 in/22.4 mm,9.71 in/246.6 mm,748000 lbf/3330000 N,512000 lbf/2280000 N,0.3,2.28,3.4,,,,,,,0.083 in/2.108 mm,,,
TAA30SN48K220S,23148 ,220 mm,8.27 in / 220 mm,20.47 in / 520 mm,22.05 in / 560 mm,5.51 in / 140 mm,748000 lbf / 3330000 N,512000 lbf / 2280000 N,,Mounted Bearing,23148,220 mm,Metric,TAA30SN48K220SB/TAA30SN48K220SC/TAA30SN48K220SEB/TAA30SN48K220SEC/TAA30SN48K220SEM/TAA30SN48K220SEN/TAA30SN48K220SEO/TAA30SN48K220SET/TAA30SN48K220SMT/TAA30SN48K220SNT/TAA30SN48K220SO/TAA30SN48K220ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,8.27 in/220 mm,17.87 in/454 mm,11.81 in/300 mm,20.47 in/520 mm,22.05 in/560 mm,5.51 in/140 mm,25.2 in/640 mm,9.45 in/240 mm,3.54 in/90 mm,1.25 in/30 mm,9.38 in/238 mm,4.93 in/125.2 mm,0.87 in/22.1 mm,9.71 in/246.6 mm,748000 lbf/3330000 N,512000 lbf/2280000 N,0.3,2.28,3.4,,,,,,,0.083 in/2.108 mm,,,
TAA31SN48K220S,23148 ,220 mm,9.45 in / 240 mm,22.83 in / 580 mm,24.41 in / 620 mm,5.91 in / 150 mm,748000 lbf / 3330000 N,512000 lbf / 2280000 N,,Mounted Bearing,23148,220 mm,Metric,TAA31SN48K220SB/TAA31SN48K220SC/TAA31SN48K220SEB/TAA31SN48K220SEC/TAA31SN48K220SEM/TAA31SN48K220SEN/TAA31SN48K220SEO/TAA31SN48K220SET/TAA31SN48K220SMT/TAA31SN48K220SNT/TAA31SN48K220SO/TAA31SN48K220ST,Double Nut Tapered Adapter,Four-Bolt Pillow Block,,9.45 in/240 mm,18.66 in/474 mm,11.81 in/300 mm,22.83 in/580 mm,24.41 in/620 mm,5.91 in/150 mm,27.56 in/700 mm,9.45 in/240 mm,3.54 in/90 mm,1.25 in/30 mm,9.66 in/245 mm,4.93 in/125.2 mm,0.88 in/22.4 mm,9.71 in/246.6 mm,748000 lbf/3330000 N,512000 lbf/2280000 N,0.3,2.28,3.4,,,,,,,0.083 in/2.108 mm,,,
