Part Number,Shaft Size,Shaft Size Type,Bolt Spacing Min,Bolt Spacing Max,Base to Center Height,C90 Dynamic Load Rating,Max. Speed,Lubrication,CAD,Shaft Size,Shaft Size Type,Lubrication,Housing Type,Housing Coating,Dimension B,Dimension S1,Dimension R,Dimension L,Dimension E,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension H1,Dimension H2,Dimension d1,Dimension H,Dimension W,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating2,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load3,Fr-max Maximum Allowable Slip Fit Radial Load4,Max. Speed5,Note,EXPANSION
SNSA-P2BA-TRB-70MM,70 mm,Metric ,228.6 mm / 9 in,279.4 mm / 11 in,95.3 mm / 3-3/4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,,['70 mm'],['Metric'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['93.7 mm', '3-11/16 in']","['57.2 mm', '2-1/4 in']","['36.5 mm', '1-7/16 in']","['315.1 mm', '12-13/32 in']","['99.4 mm', '3-29/32 in']","['84.1 mm', '3-5/16 in']","['228.6 mm', '9 in']","['279.4 mm', '11 in']","['20 mm', '3/4 in']","['20.6 mm', '13/16 in']","['46.8 mm', '1-27/32 in']","['34.9 mm', '1-3/8 in']","['187.3 mm', '7-3/8 in']","['119.9 mm', '4-23/32 in']","['95.3 mm', '3-3/4 in']","['190.5 mm', '7-1/2 in']",['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SNSA-P2BA-TRB-70MME,70 mm,Metric ,228.6 mm / 9 in,279.4 mm / 11 in,95.3 mm / 3-3/4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,,['70 mm'],['Metric'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['93.7 mm', '3-11/16 in']","['57.2 mm', '2-1/4 in']","['36.5 mm', '1-7/16 in']","['315.1 mm', '12-13/32 in']","['99.4 mm', '3-29/32 in']","['84.1 mm', '3-5/16 in']","['228.6 mm', '9 in']","['279.4 mm', '11 in']","['20 mm', '3/4 in']","['20.6 mm', '13/16 in']","['46.8 mm', '1-27/32 in']","['34.9 mm', '1-3/8 in']","['187.3 mm', '7-3/8 in']","['119.9 mm', '4-23/32 in']","['95.3 mm', '3-3/4 in']","['190.5 mm', '7-1/2 in']",['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']","['14.2 mm', '9/16 in']"
ESA-P2BA-TRB-75MM,75 mm,Metric ,8-1/16 in,10 in,3-1/8 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,,['75 mm'],['Metric'],['Grease - Premium Industrial'],['Type E Self-Aligning'],['Powder Coat'],['3-11/16 in'],['2-1/4 in'],['1-7/16 in'],['11-3/4 in'],['3-29/32 in'],['3-5/16 in'],['8-1/16 in'],['10 in'],['3/4 in'],['7/8 in'],['1-27/32 in'],['1-7/8 in'],['6-3/4 in'],['4-23/32 in'],['3-1/8 in'],['7-1/2 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
ESA-P2BA-TRB-75MME,75 mm,Metric ,8-1/16 in,10 in,3-1/8 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,,['75 mm'],['Metric'],['Grease - Premium Industrial'],['Type E Self-Aligning'],['Powder Coat'],['3-11/16 in'],['2-1/4 in'],['1-7/16 in'],['11-3/4 in'],['3-29/32 in'],['3-5/16 in'],['8-1/16 in'],['10 in'],['3/4 in'],['7/8 in'],['1-27/32 in'],['1-7/8 in'],['6-3/4 in'],['4-23/32 in'],['3-1/8 in'],['7-1/2 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
SAFSA-P2BA-TRB-75MM,75 mm,Metric ,9 in,11 in,3-3/4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,,['75 mm'],['Metric'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['3-11/16 in'],['2-1/4 in'],['1-7/16 in'],['12-13/32 in'],['3-29/32 in'],['3-5/16 in'],['9 in'],['11 in'],['3/4 in'],['13/16 in'],['1-13/16 in'],['1-3/8 in'],['7-3/8 in'],['4-23/32 in'],['3-3/4 in'],['7-1/2 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SAFSA-P2BA-TRB-75MME,75 mm,Metric ,9 in,11 in,3-3/4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,,['75 mm'],['Metric'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['3-11/16 in'],['2-1/4 in'],['1-7/16 in'],['12-13/32 in'],['3-29/32 in'],['3-5/16 in'],['9 in'],['11 in'],['3/4 in'],['13/16 in'],['1-13/16 in'],['1-3/8 in'],['7-3/8 in'],['4-23/32 in'],['3-3/4 in'],['7-1/2 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
KSA-P2BA-TRB-75MM,75 mm,Metric ,9-7/8 in,11-1/2 in,3-3/4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,,['75 mm'],['Metric'],['Grease - Premium Industrial'],['Double Interlock Self-Aligning'],['Powder Coat'],['3-11/16 in'],['2-1/4 in'],['1-7/16 in'],['13-7/16 in'],['3-29/32 in'],['3-5/16 in'],['9-7/8 in'],['11-1/2 in'],['3/4 in'],['13/16 in'],['1-21/32 in'],['1-3/8 in'],['7-3/8 in'],['4-23/32 in'],['3-3/4 in'],['7-1/2 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
KSA-P2BA-TRB-75MME,75 mm,Metric ,9-7/8 in,11-1/2 in,3-3/4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,,['75 mm'],['Metric'],['Grease - Premium Industrial'],['Double Interlock Self-Aligning'],['Powder Coat'],['3-11/16 in'],['2-1/4 in'],['1-7/16 in'],['13-7/16 in'],['3-29/32 in'],['3-5/16 in'],['9-7/8 in'],['11-1/2 in'],['3/4 in'],['13/16 in'],['1-21/32 in'],['1-3/8 in'],['7-3/8 in'],['4-23/32 in'],['3-3/4 in'],['7-1/2 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
SNSA-P2BA-TRB-75MM,75 mm,Metric ,228.6 mm / 9 in,279.4 mm / 11 in,95.3 mm / 3-3/4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,,['75 mm'],['Metric'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['93.7 mm', '3-11/16 in']","['57.2 mm', '2-1/4 in']","['36.5 mm', '1-7/16 in']","['315.1 mm', '12-13/32 in']","['99.4 mm', '3-29/32 in']","['84.1 mm', '3-5/16 in']","['228.6 mm', '9 in']","['279.4 mm', '11 in']","['20 mm', '3/4 in']","['20.6 mm', '13/16 in']","['46.8 mm', '1-27/32 in']","['34.9 mm', '1-3/8 in']","['187.3 mm', '7-3/8 in']","['119.9 mm', '4-23/32 in']","['95.3 mm', '3-3/4 in']","['190.5 mm', '7-1/2 in']",['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SNSA-P2BA-TRB-75MME,75 mm,Metric ,228.6 mm / 9 in,279.4 mm / 11 in,95.3 mm / 3-3/4 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,,['75 mm'],['Metric'],['Grease - Premium Industrial'],['SN Self-Aligning'],['Powder Coat'],"['93.7 mm', '3-11/16 in']","['57.2 mm', '2-1/4 in']","['36.5 mm', '1-7/16 in']","['315.1 mm', '12-13/32 in']","['99.4 mm', '3-29/32 in']","['84.1 mm', '3-5/16 in']","['228.6 mm', '9 in']","['279.4 mm', '11 in']","['20 mm', '3/4 in']","['20.6 mm', '13/16 in']","['46.8 mm', '1-27/32 in']","['34.9 mm', '1-3/8 in']","['187.3 mm', '7-3/8 in']","['119.9 mm', '4-23/32 in']","['95.3 mm', '3-3/4 in']","['190.5 mm', '7-1/2 in']",['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']","['14.2 mm', '9/16 in']"
ESA-P2BA-TRB-80MM,80 mm,Metric ,10-1/8 in,11-3/4 in,3-3/4 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,,['80 mm'],['Metric'],['Grease - Premium Industrial'],['Type E Self-Aligning'],['Powder Coat'],['4-3/16 in'],['2-1/2 in'],['1-11/16 in'],['13-3/4 in'],['4-1/2 in'],['4 in'],['10-1/8 in'],['11-3/4 in'],['7/8 in'],['1 in'],['1-13/16 in'],['2-1/4 in'],['7-15/16 in'],['5-17/32 in'],['3-3/4 in'],['9-5/16 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
ESA-P2BA-TRB-80MME,80 mm,Metric ,10-1/8 in,11-3/4 in,3-3/4 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,,['80 mm'],['Metric'],['Grease - Premium Industrial'],['Type E Self-Aligning'],['Powder Coat'],['4-3/16 in'],['2-1/2 in'],['1-11/16 in'],['13-3/4 in'],['4-1/2 in'],['4 in'],['10-1/8 in'],['11-3/4 in'],['7/8 in'],['1 in'],['1-13/16 in'],['2-1/4 in'],['7-15/16 in'],['5-17/32 in'],['3-3/4 in'],['9-5/16 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
SAFSA-P2BA-TRB-80MM,80 mm,Metric ,10 in,11-3/4 in,4 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,,['80 mm'],['Metric'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['4-3/16 in'],['2-1/2 in'],['1-11/16 in'],['13-5/8 in'],['4-1/2 in'],['3-3/4 in'],['10 in'],['11-3/4 in'],['3/4 in'],['13/16 in'],['1-11/16 in'],['1-19/32 in'],['8-3/16 in'],['5-17/32 in'],['4 in'],['9-5/16 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
SAFSA-P2BA-TRB-80MME,80 mm,Metric ,10 in,11-3/4 in,4 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,,['80 mm'],['Metric'],['Grease - Premium Industrial'],['SAF Self-Aligning'],['Powder Coat'],['4-3/16 in'],['2-1/2 in'],['1-11/16 in'],['13-5/8 in'],['4-1/2 in'],['3-3/4 in'],['10 in'],['11-3/4 in'],['3/4 in'],['13/16 in'],['1-11/16 in'],['1-19/32 in'],['8-3/16 in'],['5-17/32 in'],['4 in'],['9-5/16 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
KSA-P2BA-TRB-80MM,80 mm,Metric ,10-7/8 in,13-13/16 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,,['80 mm'],['Metric'],['Grease - Premium Industrial'],['Double Interlock Self-Aligning'],['Powder Coat'],['4-3/16 in'],['2-1/2 in'],['1-11/16 in'],['16 in'],['4-3/8 in'],['3-3/4 in'],['10-7/8 in'],['13-13/16 in'],['7/8 in'],['1 in'],['2-15/32 in'],['1-17/32 in'],['8-11/16 in'],['5-17/32 in'],['4-1/2 in'],['9-5/16 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",
KSA-P2BA-TRB-80MME,80 mm,Metric ,10-7/8 in,13-13/16 in,4-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,,['80 mm'],['Metric'],['Grease - Premium Industrial'],['Double Interlock Self-Aligning'],['Powder Coat'],['4-3/16 in'],['2-1/2 in'],['1-11/16 in'],['16 in'],['4-3/8 in'],['3-3/4 in'],['10-7/8 in'],['13-13/16 in'],['7/8 in'],['1 in'],['2-15/32 in'],['1-17/32 in'],['8-11/16 in'],['5-17/32 in'],['4-1/2 in'],['9-5/16 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['9/16 in']
