Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RVV,Dimension SVV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVVPH22V100S,22222 ,100 mm,4.94 in / 125.5 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVVPH22V100SB/QVVPH22V100SC/QVVPH22V100SEB/QVVPH22V100SEC/QVVPH22V100SEM/QVVPH22V100SEN/QVVPH22V100SEO/QVVPH22V100SET/QVVPH22V100SM/QVVPH22V100SN/QVVPH22V100SO/QVVPH22V100ST,Double V-Lock,Four-Bolt Pillow Block,0883450076326/0883450076333/0883450209212/0883450209366/0883450221641/0883450221795/0883450234078/0883450234221/0883450242813/0883450242967/0883450247771/0883450247924,4.94 in/125.5 mm,9.38 in/238.3 mm,5.5 in/139.7 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16 in/406.4 mm,4.75 in/120.7 mm,1.77 in/45 mm,0.75 in/20 mm,4.94 in/125.5 mm,0.57 in/14.5 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPK22V100S,22222 ,100 mm,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVVPK22V100SB/QVVPK22V100SC/QVVPK22V100SEB/QVVPK22V100SEC/QVVPK22V100SEM/QVVPK22V100SEN/QVVPK22V100SEO/QVVPK22V100SET/QVVPK22V100SM/QVVPK22V100SN/QVVPK22V100SO/QVVPK22V100ST,Double V-Lock,Four-Bolt Pillow Block,0883450077248/0883450077316/0883450209595/0883450209748/0883450222020/0883450222174/0883450234511/0883450234665/0883450243193/0883450243346/0883450248150/0883450248303,5-3/4 in/146.1 mm,10.78 in/273.8 mm,5.5 in/139.7 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,5.45 in/138.4 mm,0.57 in/14.5 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPX22V100S,22222 ,100 mm,5 in / 127 mm,12.5 in / 317.5 mm,14 in / 355.6 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVVPX22V100SB/QVVPX22V100SC/QVVPX22V100SEB/QVVPX22V100SEC/QVVPX22V100SEM/QVVPX22V100SEN/QVVPX22V100SEO/QVVPX22V100SET/QVVPX22V100SM/QVVPX22V100SN/QVVPX22V100SO/QVVPX22V100ST,Double V-Lock,Four-Bolt Pillow Block,0883450372435/0883450372442/0883450372459/0883450372466/0883450372473/0883450372480/0883450372497/0883450372503/0883450372510/0883450372527/0883450372534/0883450372541,5 in/127 mm,9.44 in/239.8 mm,5.5 in/139.7 mm,12.5 in/317.5 mm,14 in/355.6 mm,3.5 in/88.9 mm,16.75 in/425.5 mm,5.5 in/139.7 mm,1.63 in/41.4 mm,0.875 in/24 mm,5.32 in/135.1 mm,0.6 in/15.2 mm,5.13 in/130.3 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPR22V100S,22222 ,100 mm,4.25 in / 108 mm,10.88 in / 276.4 mm,13.38 in / 339.9 mm,147000 lbf / 653000 N,125000 lbf / 555000 N,,Mounted Bearing,22222,100 mm,Metric,QVVPR22V100SB/QVVPR22V100SC/QVVPR22V100SEB/QVVPR22V100SEC/QVVPR22V100SEM/QVVPR22V100SEN/QVVPR22V100SEO/QVVPR22V100SET/QVVPR22V100SM/QVVPR22V100SN/QVVPR22V100SO/QVVPR22V100ST,Double V-Lock,Four-Bolt Pillow Block,,4.25 in/108 mm,8.78 in/223 mm,5.5 in/139.62 mm,10.88 in/276.4 mm,13.38 in/339.9 mm,2-1/4 in/57.2 mm,14.88 in/378 mm,4.31 in/109.5 mm,1.4 in/35.6 mm,0.75 in/20 mm,4.67 in/118.7 mm,0.54 in/13.6 mm,5.03 in/127.9 mm,147000 lbf/653000 N,125000 lbf/555000 N,0.25,2.73,4.06,900 rpm,1700 rpm,600 rpm,900 rpm,1200 rpm,600 rpm,0.083 in/2.108 mm,0.0030 in/0.076 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPF26V110S,22226 ,110 mm,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,110 mm,Metric,QVVPF26V110SB/QVVPF26V110SC/QVVPF26V110SEB/QVVPF26V110SEC/QVVPF26V110SEM/QVVPF26V110SEN/QVVPF26V110SEO/QVVPF26V110SET/QVVPF26V110SM/QVVPF26V110SN/QVVPF26V110SO/QVVPF26V110ST,Double V-Lock,Four-Bolt Pillow Block,0883450075640/0883450075718/0883450278843/0883450278881/0883450278928/0883450278966/0883450279000/0883450285162/0883450286862/0883450288385/0883450289900/0883450291422,4.75 in/120.7 mm,9.87 in/250.7 mm,6.88 in/174.8 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,5.89 in/149.6 mm,1.29 in/32.8 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPH26V110S,22226 ,110 mm,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,110 mm,Metric,QVVPH26V110SB/QVVPH26V110SC/QVVPH26V110SEB/QVVPH26V110SEC/QVVPH26V110SEM/QVVPH26V110SEN/QVVPH26V110SEO/QVVPH26V110SET/QVVPH26V110SM/QVVPH26V110SN/QVVPH26V110SO/QVVPH26V110ST,Double V-Lock,Four-Bolt Pillow Block,0883450076388/0883450076395/0883450287500/0883450287524/0883450289023/0883450289047/0883450290548/0883450290562/0883450292061/0883450292085/0883450293587/0883450293600,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,3.25 in/82.6 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,0.75 in/20 mm,6.03 in/153.2 mm,1.44 in/36.6 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPK26V110S,22226 ,110 mm,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,110 mm,Metric,QVVPK26V110SB/QVVPK26V110SC/QVVPK26V110SEB/QVVPK26V110SEC/QVVPK26V110SEM/QVVPK26V110SEN/QVVPK26V110SEO/QVVPK26V110SET/QVVPK26V110SM/QVVPK26V110SN/QVVPK26V110SO/QVVPK26V110ST,Double V-Lock,Four-Bolt Pillow Block,0883450077545/0883450077613/0883450287548/0883450287562/0883450289061/0883450289085/0883450290586/0883450290609/0883450292108/0883450292122/0883450293624/0883450293648,6.13 in/155.7 mm,11.15 in/283.2 mm,6.88 in/174.8 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1 in/24 mm,6.9 in/175.3 mm,1.24 in/31.5 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPX26V110S,22226 ,110 mm,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,110 mm,Metric,QVVPX26V110SB/QVVPX26V110SC/QVVPX26V110SEB/QVVPX26V110SEC/QVVPX26V110SEM/QVVPX26V110SEN/QVVPX26V110SEO/QVVPX26V110SET/QVVPX26V110SM/QVVPX26V110SN/QVVPX26V110SO/QVVPX26V110ST/QVVPX26V110STNG,Double V-Lock,Four-Bolt Pillow Block,0883450373036/0883450373043/0883450373050/0883450373067/0883450373074/0883450373081/0883450373098/0883450373104/0883450373111/0883450373128/0883450373135/0883450373142/0883450460491,5-3/4 in/146.1 mm,10.78 in/273.8 mm,6.88 in/174.8 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,6.64 in/168.7 mm,1.51 in/38.4 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPG24V110S,22224 ,110 mm,5.51 in / 140 mm,13.5 in / 342.9 mm,14 in / 355.6 mm,174000 lbf / 772000 N,145000 lbf / 647000 N,,Mounted Bearing,22224,110 mm,Metric,QVVPG24V110SB/QVVPG24V110SC/QVVPG24V110SEB/QVVPG24V110SEC/QVVPG24V110SEM/QVVPG24V110SEN/QVVPG24V110SEO/QVVPG24V110SET/QVVPG24V110SM/QVVPG24V110SN/QVVPG24V110SO/QVVPG24V110ST,Double V-Lock,Four-Bolt Pillow Block,883450425247/883450425254/883450425261/883450425278/883450425285/883450425292/883450425308/883450425315/883450425322/883450425339/883450425346/883450425353,5.51 in/140 mm,10.35 in/262.9 mm,6.88 in/174.8 mm,13.5 in/342.9 mm,14 in/355.6 mm,2.76 in/70.1 mm,16.14 in/410 mm,4.75 in/120.7 mm,2 in/50.8 mm,0.625 in/16 mm,5.89 in/149.6 mm,1.59 in/40.4 mm,7.02 in/178.3 mm,174000 lbf/772000 N,145000 lbf/647000 N,0.25,2.70,4.02,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPH24V110S,22224 ,110 mm,5.25 in / 133.4 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,174000 lbf / 772000 N,145000 lbf / 647000 N,,Mounted Bearing,22224,110 mm,Metric,QVVPH24V110SB/QVVPH24V110SC/QVVPH24V110SEB/QVVPH24V110SEC/QVVPH24V110SEM/QVVPH24V110SEN/QVVPH24V110SEO/QVVPH24V110SET/QVVPH24V110SM/QVVPH24V110SN/QVVPH24V110SO/QVVPH24V110ST,Double V-Lock,Four-Bolt Pillow Block,883450564656/883450564663/883450586627/883450586634/883450586641/883450586658/883450586665/883450586672/883450586689/883450586696/883450586702/883450586719,5.25 in/133.4 mm,10.11 in/256.8 mm,6.88 in/174.8 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2.75 in/69.9 mm,16.5 in/419.1 mm,4.75 in/120.7 mm,2 in/50.8 mm,0.75 in/20 mm,5.89 in/149.5 mm,1.59 in/40.4 mm,7.02 in/178.3 mm,174000 lbf/772000 N,145000 lbf/647000 N,0.25,2.70,4.02,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPR26V110S,22226 ,110 mm,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,110 mm,Metric,QVVPR26V110SB/QVVPR26V110SC/QVVPR26V110SEB/QVVPR26V110SEC/QVVPR26V110SEM/QVVPR26V110SEN/QVVPR26V110SEO/QVVPR26V110SET/QVVPR26V110SM/QVVPR26V110SN/QVVPR26V110SO/QVVPR26V110ST,Double V-Lock,Four-Bolt Pillow Block,,4.75 in/120.7 mm,9.87 in/250.7 mm,6.88 in/174.6 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,5.89 in/149.5 mm,1.29 in/32.8 mm,7.02 in/178.4 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPF26V115S,22226 ,115 mm,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,QVVPF26V115SB/QVVPF26V115SC/QVVPF26V115SEB/QVVPF26V115SEC/QVVPF26V115SEM/QVVPF26V115SEN/QVVPF26V115SEO/QVVPF26V115SET/QVVPF26V115SM/QVVPF26V115SN/QVVPF26V115SO/QVVPF26V115ST,Double V-Lock,Four-Bolt Pillow Block,0883450075725/0883450075732/0883450278874/0883450278911/0883450278959/0883450278997/0883450279031/0883450285193/0883450286893/0883450288415/0883450289931/0883450291453,4.75 in/120.7 mm,9.87 in/250.7 mm,6.88 in/174.8 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,5.89 in/149.6 mm,1.29 in/32.8 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPG26V115S,22226 ,115 mm,5.91 in / 150 mm,14.46 in / 367.3 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,QVVPG26V115SB/QVVPG26V115SC/QVVPG26V115SEB/QVVPG26V115SEC/QVVPG26V115SEM/QVVPG26V115SEN/QVVPG26V115SEO/QVVPG26V115SET/QVVPG26V115SM/QVVPG26V115SN/QVVPG26V115SO/QVVPG26V115ST,Double V-Lock,Four-Bolt Pillow Block,0883450076067/0883450076074/0883450287470/0883450287494/0883450288996/0883450289016/0883450290517/0883450290531/0883450292030/0883450292054/0883450293556/0883450293570,5.91 in/150 mm,11.09 in/281.7 mm,6.88 in/174.8 mm,14.46 in/367.3 mm,15.75 in/400.1 mm,3.19 in/81 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.03 in/153.2 mm,1.44 in/36.6 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPH26V115S,22226 ,115 mm,6 in / 152.4 mm,14.25 in / 362 mm,15.75 in / 400.1 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,QVVPH26V115SB/QVVPH26V115SC/QVVPH26V115SEB/QVVPH26V115SEC/QVVPH26V115SEM/QVVPH26V115SEN/QVVPH26V115SEO/QVVPH26V115SET/QVVPH26V115SM/QVVPH26V115SN/QVVPH26V115SO/QVVPH26V115ST,Double V-Lock,Four-Bolt Pillow Block,0883450076401/0883450076418/0883450287517/0883450287531/0883450289030/0883450289054/0883450290555/0883450290579/0883450292078/0883450292092/0883450293594/0883450293617,6 in/152.4 mm,11.18 in/284 mm,6.88 in/174.8 mm,14.25 in/362 mm,15.75 in/400.1 mm,3.25 in/82.6 mm,17.5 in/444.5 mm,5.04 in/128 mm,2.04 in/51.8 mm,0.875 in/24 mm,6.03 in/153.2 mm,1.44 in/36.6 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPK26V115S,22226 ,115 mm,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,QVVPK26V115SB/QVVPK26V115SC/QVVPK26V115SEB/QVVPK26V115SEC/QVVPK26V115SEM/QVVPK26V115SEN/QVVPK26V115SEO/QVVPK26V115SET/QVVPK26V115SM/QVVPK26V115SN/QVVPK26V115SO/QVVPK26V115ST,Double V-Lock,Four-Bolt Pillow Block,0883450077644/0883450077712/0883450287555/0883450287579/0883450289078/0883450289092/0883450290593/0883450290616/0883450292115/0883450292139/0883450293631/0883450293655,6.13 in/155.7 mm,11.15 in/283.2 mm,6.88 in/174.8 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1 in/24 mm,6.9 in/175.3 mm,1.24 in/31.5 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPX26V115S,22226 ,115 mm,5-3/4 in / 146.1 mm,13.94 in / 354.1 mm,15.56 in / 395.2 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,QVVPX26V115SB/QVVPX26V115SC/QVVPX26V115SEB/QVVPX26V115SEC/QVVPX26V115SEM/QVVPX26V115SEN/QVVPX26V115SEO/QVVPX26V115SET/QVVPX26V115SM/QVVPX26V115SN/QVVPX26V115SO/QVVPX26V115ST,Double V-Lock,Four-Bolt Pillow Block,0883450373159/0883450373166/0883450373173/0883450373180/0883450373197/0883450373203/0883450373210/0883450373227/0883450373234/0883450373241/0883450373258/0883450373265,5-3/4 in/146.1 mm,10.78 in/273.8 mm,6.88 in/174.8 mm,13.94 in/354.1 mm,15.56 in/395.2 mm,4 in/101.6 mm,18.5 in/469.9 mm,6-1/4 in/158.8 mm,1.8 in/45.7 mm,1 in/24 mm,6.64 in/168.7 mm,1.51 in/38.4 mm,7.02 in/178.3 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPR26V115S,22226 ,115 mm,4.75 in / 120.7 mm,11.88 in / 301.8 mm,14.5 in / 368.3 mm,212000 lbf / 945000 N,170000 lbf / 757000 N,,Mounted Bearing,22226,115 mm,Metric,QVVPR26V115SB/QVVPR26V115SC/QVVPR26V115SEB/QVVPR26V115SEC/QVVPR26V115SEM/QVVPR26V115SEN/QVVPR26V115SEO/QVVPR26V115SET/QVVPR26V115SM/QVVPR26V115SN/QVVPR26V115SO/QVVPR26V115ST,Double V-Lock,Four-Bolt Pillow Block,,4.75 in/120.7 mm,9.87 in/250.7 mm,6.88 in/174.6 mm,11.88 in/301.8 mm,14.5 in/368.3 mm,2-1/2 in/63.5 mm,16.13 in/409.7 mm,4.75 in/120.7 mm,1.58 in/40.1 mm,0.75 in/20 mm,5.89 in/149.5 mm,1.29 in/32.8 mm,7.02 in/178.4 mm,212000 lbf/945000 N,170000 lbf/757000 N,0.26,2.62,3.9,700 rpm,1500 rpm,400 rpm,700 rpm,1000 rpm,400 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0053,0.0067,0.0053 in/0.135 mm,0.0067 in/0.170 mm
QVVPF28V125S,22228 ,125 mm,5.5 in / 139.7 mm,13.75 in / 349.3 mm,15.88 in / 403.4 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,125 mm,Metric,QVVPF28V125SB/QVVPF28V125SC/QVVPF28V125SEB/QVVPF28V125SEC/QVVPF28V125SEM/QVVPF28V125SEN/QVVPF28V125SEO/QVVPF28V125SET/QVVPF28V125SM/QVVPF28V125SN/QVVPF28V125SO/QVVPF28V125ST,Double V-Lock,Four-Bolt Pillow Block,0883450089111/0883450089449/0883450100458/0883450100823/0883450108638/0883450108744/0883450116145/0883450116213/0883450130790/0883450130868/0883450139281/0883450139359,5.5 in/139.7 mm,11.01 in/279.7 mm,7.48 in/190 mm,13.75 in/349.3 mm,15.88 in/403.4 mm,2.75 in/69.9 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.54 in/39.1 mm,0.875 in/24 mm,6.03 in/153.2 mm,1.24 in/31.5 mm,7.02 in/178.3 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVPG28V125S,22228 ,125 mm,5.91 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,125 mm,Metric,QVVPG28V125SB/QVVPG28V125SC/QVVPG28V125SEB/QVVPG28V125SEC/QVVPG28V125SEM/QVVPG28V125SEN/QVVPG28V125SEO/QVVPG28V125SET/QVVPG28V125SM/QVVPG28V125SN/QVVPG28V125SO/QVVPG28V125ST,Double V-Lock,Four-Bolt Pillow Block,0883450369435/0883450369442/0883450369459/0883450369466/0883450369473/0883450369480/0883450369497/0883450369503/0883450369510/0883450369527/0883450369534/0883450369541,5.91 in/150 mm,11.36 in/288.5 mm,7.48 in/190 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,3.15 in/80 mm,19.7 in/500.4 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.02 in/152.9 mm,1.25 in/31.8 mm,7.02 in/178.3 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVPH28V125S,22228 ,125 mm,6 in / 152.4 mm,16 in / 406.4 mm,17.13 in / 435.1 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,125 mm,Metric,QVVPH28V125SB/QVVPH28V125SC/QVVPH28V125SEB/QVVPH28V125SEC/QVVPH28V125SEM/QVVPH28V125SEN/QVVPH28V125SEO/QVVPH28V125SET/QVVPH28V125SM/QVVPH28V125SN/QVVPH28V125SO/QVVPH28V125ST,Double V-Lock,Four-Bolt Pillow Block,0883450369916/0883450369923/0883450369930/0883450369947/0883450369954/0883450369961/0883450369978/0883450369985/0883450369992/0883450370004/0883450370011/0883450370028,6 in/152.4 mm,11.45 in/290.8 mm,7.48 in/190 mm,16 in/406.4 mm,17.13 in/435.1 mm,3.38 in/85.9 mm,19.7 in/500.4 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.02 in/152.9 mm,1.25 in/31.8 mm,7.02 in/178.3 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVVPX28V125S,22228 ,125 mm,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,125 mm,Metric,QVVPX28V125SB/QVVPX28V125SC/QVVPX28V125SEB/QVVPX28V125SEC/QVVPX28V125SEM/QVVPX28V125SEN/QVVPX28V125SEO/QVVPX28V125SET/QVVPX28V125SM/QVVPX28V125SN/QVVPX28V125SO/QVVPX28V125ST,Double V-Lock,Four-Bolt Pillow Block,0883450373517/0883450373524/0883450373531/0883450373548/0883450373555/0883450373562/0883450373586/0883450373593/0883450373609/0883450373616/0883450373623/0883450373630,6.13 in/155.7 mm,11.55 in/293.4 mm,7.48 in/190 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1.125 in/24 mm,6.89 in/175 mm,1.21 in/30.7 mm,7.02 in/178.3 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
