Part Number,Shaft Size,Shaft Size Type,Dimension L,Dimension A,C90 Dynamic Load Rating,Max. Speed,Lubrication,Housing Coating,CAD,Shaft Size,Shaft Size Type,UPC Code,Lubrication,Housing Coating,Dimension B,Dimension L,Dimension A,Dimension J Min.,Dimension J Max.,Bolt Diameter,Dimension N,Dimension N1,Dimension H1,Dimension H2,Dimension d1,Dimension H,e,X (if Fa/Fr ≤ e),Y (if Fa/Fr ≤ e),X (if Fa/Fr > e),Y (if Fa/Fr > e),K Factor,C90 Dynamic Load Rating1,C0 Static Load Rating,Fa-max Maximum Permissible Thrust Load2,Fr-max Maximum Allowable Slip Fit Radial Load3,Max. Speed4,Note,Type E Closed Cover Number,Dimension Ac,Dimension d2,Type E Open Cover Number
E-P2B-TRB-70MM-ECO/ECC,70 mm,Metric ,12 in,3 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,['70 mm'],['Metric'],['0883450505789'],['Grease - Premium Industrial'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-G'],['5.5 in'],['5.65 in'],['EUDR-70MM']
E-P2B-TRB-70MM-ECO/ECO,70 mm,Metric ,12 in,3 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,['70 mm'],['Metric'],['0883450509015'],['Grease - Premium Industrial'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['5.6 in'],['5.65 in'],['EUDR-70MM']
E-P2B-TRB-70MM-ECO,70 mm,Metric ,12 in,3 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,['70 mm'],['Metric'],['0883450507387'],['Grease - Premium Industrial'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.3 in'],['5.65 in'],['EUDR-70MM']
E-P2B-TRB-70MM-SLA,70 mm,Metric ,12 in,3 in,12300 lbf,2060 rpm,Solid Lube - Industrial ,E-Coat ,,['70 mm'],['Metric'],,['Solid Lube - Industrial'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-70MM-SLJ,70 mm,Metric ,12 in,3 in,12300 lbf,2060 rpm,Solid Lube - Food Grade ,E-Coat ,,['70 mm'],['Metric'],,['Solid Lube - Food Grade'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-75MM,75 mm,Metric ,12 in,3 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,['75 mm'],['Metric'],['053893775500'],['Grease - Premium Industrial'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-75MM-ECC,75 mm,Metric ,12 in,3 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,['75 mm'],['Metric'],['0883450504164'],['Grease - Premium Industrial'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-G'],['4.2 in'],['5.65 in'],
E-P2B-TRB-75MM-ECO/ECC,75 mm,Metric ,12 in,3 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,['75 mm'],['Metric'],['0883450505796'],['Grease - Premium Industrial'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-G'],['5.5 in'],['5.65 in'],['EUDR-75MM']
E-P2B-TRB-75MM-ECO/ECO,75 mm,Metric ,12 in,3 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,['75 mm'],['Metric'],['0883450509022'],['Grease - Premium Industrial'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['5.6 in'],['5.65 in'],['EUDR-75MM']
E-P2B-TRB-75MM-ECO,75 mm,Metric ,12 in,3 in,12300 lbf,2060 rpm,Grease - Premium Industrial ,E-Coat ,,['75 mm'],['Metric'],['0883450507394'],['Grease - Premium Industrial'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.3 in'],['5.65 in'],['EUDR-75MM']
E-P2B-TRB-75MM-SLA,75 mm,Metric ,12 in,3 in,12300 lbf,2060 rpm,Solid Lube - Industrial ,E-Coat ,,['75 mm'],['Metric'],,['Solid Lube - Industrial'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-75MM-SLJ,75 mm,Metric ,12 in,3 in,12300 lbf,2060 rpm,Solid Lube - Food Grade ,E-Coat ,,['75 mm'],['Metric'],,['Solid Lube - Food Grade'],['E-Coat'],['4-1/2 in'],['12 in'],['3 in'],['9-5/16 in'],['9-11/16 in'],['3/4 in'],['27/32 in'],['1 in'],['1-7/8 in'],['6-1/4 in'],['4-23/32 in'],['3-1/8 in'],['0.46'],['0.87'],['1.87'],['0.7'],['2.26'],['1.30'],['12300 lbf'],['61200 lbf'],['5181 lbf'],['10000 lbf'],['2060 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-80MM,80 mm,Metric ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['80 mm'],['Metric'],['053893775517'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,,,
E-P2B-TRB-80MM-ECC,80 mm,Metric ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['80 mm'],['Metric'],['0883450504171'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-H'],['4.7 in'],['6.7 in'],
E-P2B-TRB-80MM-ECO/ECC,80 mm,Metric ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['80 mm'],['Metric'],['0883450505802'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",['EUC-H'],['6 in'],['6.7 in'],['EUDR-80MM']
E-P2B-TRB-80MM-ECO/ECO,80 mm,Metric ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['80 mm'],['Metric'],['0883450509039'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['6.1 in'],['6.7 in'],['EUDR-80MM']
E-P2B-TRB-80MM-ECO,80 mm,Metric ,14 in,3-1/2 in,19600 lbf,1640 rpm,Grease - Premium Industrial ,E-Coat ,,['80 mm'],['Metric'],['0883450507400'],['Grease - Premium Industrial'],['E-Coat'],['5 in'],['14 in'],['3-1/2 in'],['10-13/16 in'],['11-3/16 in'],['7/8 in'],['1 in'],['1-3/16 in'],['2-1/4 in'],['7-1/2 in'],['5-17/32 in'],['3-3/4 in'],['0.50'],['0.87'],['1.71'],['0.7'],['2.07'],['1.19'],['19600 lbf'],['108600 lbf'],['5181 lbf'],['16000 lbf'],['1640 rpm'],"['Note: All units have a 1/8"" pipe thread grease fittingThe Maximum Permissible Thrust Load applies to conditions of slip fit with set screw mounting or in applications where a large moment loading occurs. The values shown\nare valid only when two collars and set screws are used.When heavy thrust forces are applied, the friction between the pillow block base may not be sufficient to prevent movement. Mechanical stops or shear bars with\nstrength sufficient to support the load should be added. Never weld the pillow block or bearing to secure it to the shaft or base.']",,['4.8 in'],['6.7 in'],['EUDR-80MM']
